mart_1.id,mart_1.price,mart_1.district,mart_1.rooms,mart_1.total_area,mart_1.current_floor,mart_1.max_floor,mart_1.build_year,mart_1.bath,mart_1.repair,mart_1.window_type,mart_1.places_total
22728,34900000,Черемушки,3.0,75.0,9,17,2003.0,1 раздельный,Евроремонт,Во двор,0
22736,35000000,Кунцево,3.0,,7,16,1991.0,2 раздельных,,,0
22770,35500000,Останкинский,3.0,73.0,9,11,2022.0,2 раздельных,Дизайнерский,На улицу и двор,0
22771,35500000,Хорошево-Мневники,3.0,,7,27,2020.0,,Без ремонта,На улицу и двор,0
22777,35500000,Даниловский,3.0,95.0,7,8,2018.0,2 совмещенных,Без ремонта,Во двор,0
22788,35000000,Пресненский,3.0,,15,24,2004.0,2 совмещенных,Евроремонт,На улицу,2
22804,35700000,Ростокино,3.0,,34,48,,2 совмещенных,Без ремонта,,0
22809,36003000,Ховрино,3.0,,28,30,2021.0,3 совмещенных,Без ремонта,На улицу и двор,0
22811,36000000,Аэропорт,3.0,120.0,16,34,2008.0,,Без ремонта,Во двор,1
22819,36000000,Марьино,3.0,,4,17,1999.0,1 совмещенный,Дизайнерский,Во двор,0
22821,36000000,Тверской,3.0,87.0,3,8,1963.0,2 совмещенных,Дизайнерский,На улицу и двор,2
22823,36000000,Аэропорт,3.0,105.0,12,34,2008.0,2 совмещенных,Дизайнерский,Во двор,2
22853,37000000,Басманный,3.0,82.0,2,8,1934.0,1 раздельный,Косметический,Во двор,17
22856,36500000,Хорошевский,3.0,86.0,15,25,2008.0,2 совмещенных,Дизайнерский,,1
22864,37500000,Филевский парк,3.0,82.0,3,5,1957.0,1 совмещенный,Евроремонт,На улицу и двор,1
22870,36900000,Филевский парк,3.0,75.0,22,31,2015.0,1 совмещенный, 2 раздельных,Дизайнерский,2
22886,37950000,Раменки,3.0,,3,14,,1 совмещенный,Без ремонта,,0
22900,37500000,Филевский парк,3.0,83.0,3,5,,1 совмещенный,Дизайнерский,На улицу и двор,1
22908,37900000,Восточное Измайлово,3.0,,21,24,2008.0,2 совмещенных,Евроремонт,Во двор,0
22909,37900000,Тропарево-Никулино,3.0,,3,24,2009.0,1 совмещенный, 1 раздельный,Без ремонта,0
22914,38000000,Ховрино,3.0,135.0,9,22,2002.0,1 совмещенный, 1 раздельный,Дизайнерский,2
22922,38000000,Хамовники,3.0,77.0,3,8,1957.0,1 раздельный,Евроремонт,Во двор,0
22924,38000000,Бутырский,3.0,70.0,27,47,2017.0,2 совмещенных,Дизайнерский,,5
22941,38490000,Арбат,3.0,,5,8,1950.0,1 совмещенный,Косметический,На улицу и двор,12
22944,38599999,Якиманка,3.0,87.0,2,7,1940.0,1 совмещенный,Евроремонт,На улицу и двор,5
22962,39500000,Крылатское,3.0,119.0,5,34,2006.0,,Косметический,На улицу и двор,0
22963,39000000,Коньково,3.0,110.0,5,23,2007.0,,,,4
23010,39990000,Пресненский,3.0,53.0,10,20,2019.0,1 совмещенный,Без ремонта,На улицу и двор,0
23013,39900000,Проспект Вернадского,3.0,80.0,8,27,2000.0,1 раздельный,Дизайнерский,,0
23014,40000000,Хорошевский,3.0,80.0,10,25,2020.0,2 совмещенных,Без ремонта,Во двор,1
23016,39950000,Пресненский,3.0,,7,22,2019.0,1 совмещенный, 1 раздельный,Без ремонта,0
23021,40850000,Аэропорт,3.0,88.0,8,18,2003.0,2 совмещенных,Дизайнерский,Во двор,2
23026,40490000,Ломоносовский,3.0,122.0,7,17,2006.0,2 раздельных,Дизайнерский,Во двор,1
23046,41000000,Даниловский,3.0,,14,21,2022.0,2 раздельных,Без ремонта,На улицу и двор,1
23058,40900000,Филевский парк,3.0,,32,47,2021.0,2 раздельных,Без ремонта,На улицу и двор,1
23066,42000000,Раменки,3.0,,21,21,2014.0,2 совмещенных,Без ремонта,На улицу и двор,2
23094,42000000,Басманный,3.0,,3,3,1890.0,1 совмещенный,Евроремонт,Во двор,1
23098,42000000,Хорошевский,3.0,,6,24,2017.0,2 совмещенных,Косметический,,1
23108,42700000,Мещанский,3.0,57.0,2,3,1917.0,1 совмещенный,Дизайнерский,Во двор,0
23113,43000000,Хорошево-Мневники,3.0,,13,17,2002.0,2 совмещенных,Дизайнерский,,0
23125,43000000,Очаково-Матвеевское,3.0,76.0,15,22,2021.0,,Без ремонта,На улицу,0
23126,42780000,Беговой,3.0,,3,18,2019.0,1 совмещенный, 1 раздельный,Евроремонт,7
23127,43000000,Хорошевский,3.0,,5,10,2000.0,2 совмещенных,Косметический,Во двор,0
23128,44000000,Тверской,3.0,85.0,16,17,2003.0,1 раздельный,Дизайнерский,На улицу,1
23138,43600000,Войковский,3.0,,2,9,,2 совмещенных,Без ремонта,Во двор,0
23148,43330000,Очаково-Матвеевское,3.0,,15,24,2009.0,2 раздельных,Без ремонта,Во двор,0
23179,44990000,Пресненский,3.0,53.0,5,20,2020.0,1 совмещенный,Дизайнерский,Во двор,0
23181,45000000,Раменки,3.0,97.0,6,35,2022.0,2 совмещенных,Без ремонта,На улицу,0
23182,45000000,Тимирязевский,3.0,90.0,22,59,2021.0,2 совмещенных,Дизайнерский,На улицу и двор,1
23188,45000000,Тверской,3.0,90.0,7,8,1954.0,1 раздельный,Дизайнерский,На улицу и двор,9
23196,45000000,Пресненский,3.0,63.0,8,20,2020.0,,Без ремонта,Во двор,0
23197,32000000,Рязанский,3.0,,5,20,2019.0,1 совмещенный,Евроремонт,На улицу и двор,1
23203,45000000,Обручевский,3.0,88.0,18,24,2020.0,2 совмещенных,Дизайнерский,Во двор,0
23210,45000000,Раменки,3.0,69.0,6,14,2021.0,2 совмещенных,Дизайнерский,На улицу,0
23219,45000000,Останкинский,3.0,,10,21,2010.0,2 совмещенных,Без ремонта,На улицу,0
23263,32900000,Красносельский,3.0,50.0,4,4,1890.0,1 совмещенный,Дизайнерский,На улицу и двор,5
23272,34000000,Хамовники,3.0,,1,7,1953.0,1 совмещенный, 1 раздельный,Без ремонта,4
23283,33900000,Бутырский,3.0,,33,47,2018.0,1 раздельный,Евроремонт,На улицу и двор,6
23288,33000000,Внуковское поселение,3.0,,19,22,2022.0,,Без ремонта,,0
23292,33500000,Хорошевский,3.0,95.0,17,23,2007.0,1 совмещенный,Евроремонт,На улицу,1
23304,34000000,Северное Медведково,3.0,,13,18,2017.0,1 совмещенный, 1 раздельный,Евроремонт,1
23315,34000000,Хамовники,3.0,85.0,3,6,1930.0,1 совмещенный,Евроремонт,Во двор,0
23318,34000000,Раменки,3.0,,10,22,2014.0,2 совмещенных,Без ремонта,На улицу и двор,2
23322,35000000,Пресненский,3.0,78.0,12,27,2019.0,1 совмещенный, 1 раздельный,Дизайнерский,0
23336,35000000,Хорошевский,3.0,102.0,10,26,2008.0,,Без ремонта,На улицу и двор,1
23341,35000000,Пресненский,3.0,71.0,3,3,1911.0,1 раздельный,Без ремонта,Во двор,10
23347,190000000,Хамовники,3.0,148.0,9,10,2012.0,3 совмещенных,Дизайнерский,,0
23398,70000000,Пресненский,3.0,89.0,5,20,2019.0,2 совмещенных,Евроремонт,,0
23403,59500000,Хорошево-Мневники,3.0,,12,34,2018.0,1 совмещенный, 2 раздельных,Дизайнерский,2
23409,189000000,Хамовники,3.0,140.0,6,6,,2 совмещенных, 1 раздельный,Дизайнерский,2
23472,65500000,Пресненский,3.0,,9,16,2022.0,2 совмещенных,,,1
23477,125000000,Хамовники,3.0,,9,14,2022.0,3 совмещенных,Без ремонта,Во двор,0
23478,50000000,Раменки,3.0,137.0,5,21,2005.0,2 совмещенных,Евроремонт,На улицу и двор,0
23483,68000000,Раменки,3.0,130.0,8,53,2012.0,2 совмещенных,Без ремонта,На улицу и двор,0
23493,69000000,Пресненский,3.0,132.0,7,8,1939.0,2 совмещенных,Евроремонт,На улицу и двор,4
23497,190680000,Якиманка,3.0,137.0,2,6,2022.0,3 раздельных,Дизайнерский,,3
23503,65000000,Хамовники,3.0,,16,16,1971.0,1 совмещенный,Дизайнерский,На улицу и двор,0
23510,100000000,Пресненский,3.0,93.0,13,20,2021.0,2 совмещенных,Косметический,Во двор,0
23517,322685200,Пресненский,3.0,,2,8,2011.0,,Дизайнерский,На улицу и двор,3
23521,110000000,Хамовники,3.0,,3,14,2022.0,3 совмещенных,Без ремонта,,0
23543,52000000,Раменки,3.0,76.0,15,51,2020.0,2 совмещенных,Дизайнерский,,0
23559,47950000,Пресненский,3.0,90.0,5,53,2019.0,2 совмещенных,Дизайнерский,Во двор,0
23567,52500000,Кунцево,3.0,90.0,17,19,2019.0,2 совмещенных,Дизайнерский,,2
23597,57000000,Очаково-Матвеевское,3.0,115.0,9,31,2008.0,3 совмещенных,Дизайнерский,На улицу и двор,0
23602,82500000,Арбат,3.0,,2,6,1915.0,,Косметический,,6
23613,110000000,Пресненский,3.0,90.0,15,21,2019.0,3 совмещенных,,,0
23643,239000000,Якиманка,3.0,,4,8,2022.0,2 совмещенных, 1 раздельный,Дизайнерский,3
23652,51500000,Хорошевский,3.0,83.0,24,40,2022.0,3 совмещенных,Без ремонта,На улицу,0
23671,65000000,Хамовники,3.0,95.0,2,9,1905.0,2 совмещенных,Евроремонт,На улицу и двор,1
23674,50000000,Марьина роща,3.0,102.0,6,21,2021.0,3 совмещенных,Без ремонта,Во двор,2
23675,59990000,Можайский,3.0,,18,28,1999.0,1 совмещенный, 1 раздельный,Евроремонт,1
23676,300000000,Пресненский,3.0,207.0,17,21,2016.0,2 совмещенных, 1 раздельный,Дизайнерский,0
23689,48999000,Раменки,3.0,118.0,4,14,2010.0,2 совмещенных,Дизайнерский,На улицу и двор,4
23727,62000000,Тверской,3.0,120.0,3,7,2004.0,2 совмещенных,Дизайнерский,Во двор,5
23736,50000000,Красносельский,3.0,130.0,6,6,1933.0,1 совмещенный, 1 раздельный,Дизайнерский,1
23738,46800000,Раменки,3.0,109.0,32,38,,2 совмещенных, 1 раздельный,Дизайнерский,0
23750,65000000,Очаково-Матвеевское,3.0,95.0,4,6,2006.0,2 совмещенных,Дизайнерский,Во двор,0
23764,55500000,Хорошевский,3.0,91.0,19,41,2021.0,2 совмещенных,Без ремонта,На улицу,0
23771,68500000,Пресненский,3.0,105.0,2,8,1938.0,1 совмещенный,Дизайнерский,,0
23776,46000000,Хорошевский,3.0,,24,27,2022.0,2 раздельных,Без ремонта,На улицу,0
23787,58000000,Раменки,3.0,,19,23,,2 совмещенных,Дизайнерский,На улицу и двор,3
23818,81800000,Хорошевский,3.0,120.0,16,37,2006.0,1 совмещенный, 1 раздельный,Евроремонт,2
23822,78000000,Хамовники,3.0,78.0,2,2,1917.0,1 раздельный,Без ремонта,На улицу и двор,1
23841,94900000,Даниловский,3.0,130.0,15,18,2016.0,,Дизайнерский,На улицу,4
23846,86300000,Пресненский,3.0,,5,7,1914.0,2 совмещенных,Дизайнерский,На улицу и двор,10
23849,117000000,Хамовники,3.0,,2,11,2014.0,,Без ремонта,На улицу и двор,0
23884,175000000,Хамовники,3.0,114.0,2,6,2008.0,2 раздельных,Евроремонт,,0
23886,165000000,Хамовники,3.0,,10,11,2014.0,3 совмещенных,Евроремонт,Во двор,15
23888,180000000,Якиманка,3.0,106.0,3,3,,2 совмещенных, 1 раздельный,Без ремонта,0
23906,240000000,Пресненский,3.0,160.0,4,6,2008.0,2 совмещенных,Дизайнерский,На улицу,9
23917,190000000,Арбат,3.0,186.0,8,9,2002.0,2 совмещенных,Дизайнерский,На улицу и двор,1
23934,49000000,Филевский парк,3.0,,24,29,2020.0,2 совмещенных,Косметический,На улицу,0
23954,52500000,Покровское-Стрешнево,3.0,160.0,14,23,2004.0,2 совмещенных,Дизайнерский,Во двор,0
23966,79900000,Тверской,3.0,,7,7,1938.0,1 совмещенный, 1 раздельный,Дизайнерский,0
23972,84929000,Очаково-Матвеевское,3.0,125.0,2,6,2006.0,1 совмещенный, 1 раздельный,Евроремонт,0
23978,90000000,Замоскворечье,3.0,143.0,5,12,2005.0,2 совмещенных,Дизайнерский,На улицу и двор,14
23992,104990000,Хамовники,3.0,115.0,9,12,,1 совмещенный, 1 раздельный,Без ремонта,0
24006,46000000,Хорошевский,3.0,109.0,12,24,2017.0,2 совмещенных,Евроремонт,На улицу,0
24008,49890000,Пресненский,3.0,,1,8,1927.0,1 раздельный,Косметический,,5
24009,46000000,Обручевский,3.0,93.0,12,24,2020.0,1 совмещенный,Дизайнерский,Во двор,0
24014,55000000,Очаково-Матвеевское,3.0,,9,24,2009.0,2 совмещенных, 1 раздельный,Без ремонта,0
24035,52000000,Хорошево-Мневники,3.0,98.0,15,19,2018.0,1 совмещенный, 1 раздельный,Без ремонта,2
24039,62000000,Донской,3.0,105.0,4,8,1945.0,1 совмещенный,Дизайнерский,На улицу и двор,0
24050,57700000,Хорошево-Мневники,3.0,,17,34,,1 совмещенный, 1 раздельный,Евроремонт,0
24052,56650000,Раменки,3.0,,47,52,2020.0,2 совмещенных,Без ремонта,На улицу и двор,0
24061,75000000,Хамовники,3.0,131.0,6,6,1914.0,1 совмещенный, 1 раздельный,Дизайнерский,0
24065,64999990,Пресненский,3.0,76.0,12,17,2017.0,1 совмещенный, 1 раздельный,Без ремонта,0
24082,90000000,Пресненский,3.0,90.0,12,31,1954.0,1 совмещенный,Дизайнерский,На улицу,3
24083,89000000,Мещанский,3.0,115.0,3,6,1896.0,2 совмещенных,Евроремонт,На улицу и двор,9
24093,80000000,Замоскворечье,3.0,106.0,2,9,1996.0,2 совмещенных,Дизайнерский,Во двор,4
24111,107000000,Тверской,3.0,155.0,6,9,2000.0,3 совмещенных,Дизайнерский,,18
24119,190000000,Якиманка,3.0,135.0,2,3,,,Без ремонта,,0
24136,45800000,Дорогомилово,3.0,95.0,3,10,1973.0,1 совмещенный, 2 раздельных,Евроремонт,1
24144,46900000,Аэропорт,3.0,93.0,13,22,2019.0,,Дизайнерский,Во двор,0
24151,46300000,Хорошево-Мневники,3.0,113.0,31,31,2019.0,2 совмещенных,Дизайнерский,На улицу и двор,2
24154,46655000,Очаково-Матвеевское,3.0,,24,24,2009.0,1 совмещенный, 1 раздельный,Без ремонта,0
24164,46500000,Хамовники,3.0,78.0,5,8,1958.0,1 совмещенный,Евроремонт,Во двор,1
24166,46576000,Можайский,3.0,,6,23,2020.0,2 совмещенных,Без ремонта,Во двор,1
24170,47990000,Щукино,3.0,120.0,13,28,2001.0,2 совмещенных,Евроремонт,На улицу,0
24175,47000000,Очаково-Матвеевское,3.0,89.0,13,13,2021.0,1 совмещенный, 1 раздельный,Без ремонта,0
24179,48000000,Пресненский,3.0,,42,51,2019.0,1 совмещенный, 1 раздельный,Без ремонта,0
24180,46900000,Пресненский,3.0,120.0,9,25,2004.0,2 совмещенных,Евроремонт,На улицу и двор,2
24195,49000000,Пресненский,3.0,107.0,6,8,1940.0,1 раздельный,Косметический,На улицу и двор,1
24215,50000000,Ломоносовский,3.0,,8,8,2010.0,2 раздельных,Евроремонт,На улицу и двор,0
24228,49000000,Басманный,3.0,162.0,5,5,1905.0,1 раздельный,Без ремонта,Во двор,3
24237,49995000,Хамовники,3.0,,4,8,1954.0,2 совмещенных,Дизайнерский,Во двор,7
24240,50000000,Раменки,3.0,110.0,35,43,,2 совмещенных,Без ремонта,На улицу и двор,0
24244,50000000,Хорошевский,3.0,85.0,10,24,2017.0,2 совмещенных,Дизайнерский,На улицу,0
24277,52500000,Тверской,3.0,83.0,7,7,1917.0,1 совмещенный,Евроремонт,На улицу,12
24290,52500000,Хамовники,3.0,60.0,3,5,1959.0,1 совмещенный,Дизайнерский,,1
24296,53000000,Раменки,3.0,98.0,15,53,2012.0,2 совмещенных,Евроремонт,На улицу и двор,0
24301,53500000,Щукино,3.0,113.0,12,32,2011.0,2 совмещенных,Дизайнерский,На улицу и двор,2
24308,53000000,Раменки,3.0,109.0,20,51,2020.0,2 совмещенных,Без ремонта,,0
24324,55000000,Басманный,3.0,,8,17,2019.0,1 раздельный,Без ремонта,,1
24330,54800000,Хамовники,3.0,,10,11,1963.0,,Евроремонт,Во двор,1
24333,23700000,Можайский,4.0,90.0,5,14,1991.0,1 совмещенный,Евроремонт,На улицу и двор,0
24340,32000000,Покровское-Стрешнево,4.0,122.0,6,24,2022.0,,Без ремонта,,0
24342,25000000,Тропарево-Никулино,4.0,,11,22,1993.0,1 раздельный,Косметический,На улицу и двор,0
24385,34000000,Очаково-Матвеевское,4.0,96.0,15,25,2022.0,3 совмещенных,Без ремонта,На улицу и двор,0
24397,29800000,Котловка,4.0,98.0,2,4,1957.0,1 совмещенный,Евроремонт,,0
24398,35500000,Ростокино,4.0,,27,59,2015.0,1 совмещенный, 2 раздельных,Дизайнерский,1
24402,38400000,Раменки,4.0,97.0,10,17,2002.0,1 совмещенный,Дизайнерский,Во двор,0
24404,14200000,Некрасовка,4.0,,10,17,2007.0,2 раздельных,Косметический,На улицу и двор,0
24410,27200000,Рязанский,4.0,110.0,14,23,2006.0,2 совмещенных,Евроремонт,Во двор,0
24412,21000000,Южнопортовый,4.0,,2,4,1957.0,1 раздельный,Косметический,На улицу и двор,0
24415,29900000,Сокол,4.0,,6,8,1958.0,1 раздельный,Косметический,На улицу и двор,0
24421,25800000,Сосенское поселение,4.0,130.0,3,9,2015.0,2 совмещенных,Косметический,На улицу и двор,0
24430,14900000,Московский поселение,4.0,,10,22,2021.0,3 раздельных,Без ремонта,На улицу и двор,0
24434,23000000,Гагаринский,4.0,,9,10,1964.0,1 раздельный,Косметический,,0
24446,22900000,Нагорный,4.0,,3,17,2004.0,1 раздельный,Евроремонт,Во двор,0
24458,37000000,Раменки,4.0,120.0,20,25,2017.0,2 совмещенных, 1 раздельный,Евроремонт,0
24473,29500000,Пресненский,4.0,,3,5,1958.0,1 раздельный,Дизайнерский,На улицу и двор,1
24477,18900000,Кунцево,4.0,,1,12,1980.0,1 раздельный,,На улицу и двор,0
24479,16500000,Лосиноостровский,4.0,,2,14,1994.0,1 раздельный,,На улицу и двор,0
24480,37990000,Академический,4.0,,13,19,2013.0,1 совмещенный, 1 раздельный,Евроремонт,0
24493,35000000,Дорогомилово,4.0,,5,6,1939.0,1 совмещенный,Дизайнерский,На улицу,1
24517,23900000,Коммунарка поселок,4.0,114.0,17,17,2011.0,2 совмещенных,Дизайнерский,На улицу и двор,0
24524,17300000,Отрадное,4.0,,1,12,1983.0,1 раздельный,Евроремонт,Во двор,0
24530,29500000,Южное Медведково,4.0,91.0,4,14,2010.0,1 раздельный,Евроремонт,,0
24541,22500000,Пресненский,4.0,65.0,1,6,1928.0,1 совмещенный,Евроремонт,На улицу,0
24556,13900000,Ярославский,4.0,,5,9,1972.0,1 раздельный,Косметический,На улицу,0
24562,17990000,Бабушкинский,4.0,,2,4,1939.0,1 раздельный,Без ремонта,На улицу и двор,1
24566,26400000,Чертаново Южное,4.0,100.0,16,22,1991.0,1 раздельный,Косметический,На улицу и двор,1
24581,19800000,Новокосино,4.0,101.0,18,22,1990.0,1 раздельный,,На улицу и двор,0
24589,20000000,Северный,4.0,100.0,8,14,2019.0,1 совмещенный, 1 раздельный,Евроремонт,0
24601,28800000,Таганский,4.0,76.0,1,12,1984.0,1 совмещенный,Дизайнерский,Во двор,1
24612,26900000,Дмитровский,4.0,,7,21,2018.0,1 совмещенный, 1 раздельный,Без ремонта,0
24643,17599999,Соколиная гора,4.0,,3,5,1958.0,1 раздельный,Косметический,На улицу и двор,0
24670,22850000,Северное Медведково,4.0,,12,18,1996.0,2 раздельных,,Во двор,0
24671,27000000,Рязанский,4.0,104.0,16,23,2005.0,1 раздельный,Косметический,,0
24682,23959000,Марьино,4.0,,10,25,2020.0,2 раздельных,Без ремонта,На улицу и двор,1
24715,17850000,Люблино,4.0,,8,12,1981.0,1 раздельный,Без ремонта,Во двор,0
24743,28900000,Савеловский,4.0,99.0,2,5,1956.0,2 раздельных,Дизайнерский,Во двор,0
24783,23500000,Сосенское поселение,4.0,,3,18,,1 раздельный,Без ремонта,На улицу и двор,0
24787,29000000,Сосенское поселение,4.0,,2,8,2013.0,2 совмещенных, 1 раздельный,Евроремонт,0
24789,27990000,Марьина роща,4.0,93.0,14,14,2021.0,1 совмещенный, 1 раздельный,Евроремонт,0
24830,28000000,Сосенское поселение,4.0,127.0,7,9,2001.0,1 совмещенный, 1 раздельный,Косметический,0
24838,25000000,Сосенское поселение,4.0,,4,21,2014.0,1 раздельный,,Во двор,0
24857,25000000,Алексеевский,4.0,98.0,3,5,1957.0,1 раздельный,Косметический,Во двор,0
24858,23800000,Перово,4.0,,5,12,2000.0,1 раздельный,Косметический,На улицу и двор,0
24898,13000000,Выхино-Жулебино,4.0,63.0,2,10,1969.0,1 раздельный,Косметический,,0
24933,33500000,Раменки,4.0,90.0,27,36,2022.0,,Без ремонта,На улицу и двор,0
24945,34200000,Раменки,4.0,96.0,31,37,2021.0,2 совмещенных,Без ремонта,На улицу и двор,0
24948,35000000,Южнопортовый,4.0,78.0,2,12,1985.0,2 совмещенных,Косметический,На улицу и двор,1
24951,35000000,Хамовники,4.0,71.0,4,4,1917.0,1 совмещенный,,,5
24974,36000000,Аэропорт,4.0,120.0,16,34,2008.0,2 совмещенных,Без ремонта,Во двор,1
24975,36700000,Мещанский,4.0,93.0,4,7,1940.0,1 совмещенный,Евроремонт,На улицу и двор,0
24988,36000000,Филевский парк,4.0,97.0,7,20,2021.0,1 совмещенный, 1 раздельный,Без ремонта,0
24989,35900000,Чертаново Южное,4.0,136.0,9,25,2011.0,2 совмещенных,Дизайнерский,Во двор,0
24993,38000000,Коньково,4.0,,8,24,2003.0,2 совмещенных,Дизайнерский,На улицу и двор,0
25013,37000000,Куркино,4.0,,3,7,2002.0,2 совмещенных,Дизайнерский,Во двор,0
25019,37000000,Коньково,4.0,101.0,21,22,2010.0,2 раздельных,Дизайнерский,На улицу и двор,1
25035,38500000,Пресненский,4.0,,2,8,1940.0,1 совмещенный,Косметический,На улицу и двор,1
25064,40000000,Гагаринский,4.0,,10,10,1955.0,2 совмещенных, 1 раздельный,Дизайнерский,0
25068,14300000,Отрадное,4.0,64.0,9,9,1975.0,1 раздельный,Косметический,Во двор,0
25075,13500000,Щербинка,4.0,,20,21,2016.0,2 совмещенных,Без ремонта,На улицу,0
25079,12000000,Северное Медведково,4.0,64.0,2,9,1967.0,1 раздельный,Косметический,Во двор,1
25100,15000000,Нагатинский затон,4.0,75.0,8,9,1966.0,1 раздельный,Косметический,Во двор,0
25113,18499000,Марьино,4.0,,5,14,1995.0,1 раздельный,Косметический,На улицу и двор,1
25116,17900000,Московский поселение,4.0,86.0,10,26,2018.0,2 раздельных,Косметический,Во двор,5
25127,17770000,Сосенское поселение,4.0,,5,9,2022.0,3 раздельных,Без ремонта,Во двор,1
25159,21000000,Западное Дегунино,4.0,114.0,15,16,2022.0,3 совмещенных,Евроремонт,На улицу и двор,1
25170,21000000,Можайский,4.0,82.0,12,17,2004.0,2 раздельных,Косметический,На улицу и двор,2
25201,25000000,Басманный,4.0,77.0,2,8,1928.0,1 раздельный,Косметический,Во двор,1
25204,24490000,Лефортово,4.0,,5,10,1994.0,1 раздельный,Косметический,На улицу и двор,0
25217,24800000,Рязанский,4.0,,20,21,2007.0,2 совмещенных,Дизайнерский,Во двор,0
25226,26800000,Савеловский,4.0,,1,5,1957.0,1 раздельный,Евроремонт,На улицу и двор,0
25236,25500000,Марьино,4.0,106.0,9,13,1997.0,2 раздельных,Дизайнерский,,0
25266,27000000,Митино,4.0,,13,14,1998.0,1 совмещенный, 1 раздельный,Евроремонт,0
25280,29000000,Соколиная гора,4.0,100.0,2,5,1959.0,1 совмещенный,Косметический,На улицу и двор,0
25289,29000000,Красносельский,4.0,103.0,2,5,1958.0,1 раздельный,Косметический,На улицу и двор,1
25304,31500000,Москворечье-Сабурово,4.0,,6,12,2022.0,2 совмещенных,Без ремонта,Во двор,0
25314,30600000,Замоскворечье,4.0,82.0,3,4,1927.0,1 раздельный,Косметический,На улицу и двор,1
25336,32900000,Сосенское поселение,4.0,132.0,3,8,2013.0,2 раздельных,,Во двор,1
25348,35500000,Ховрино,4.0,,13,17,2005.0,2 совмещенных,Дизайнерский,На улицу и двор,0
25365,35000000,Можайский,4.0,,11,19,2020.0,2 раздельных,Без ремонта,Во двор,0
25367,35000000,Черемушки,4.0,123.0,8,22,2003.0,1 совмещенный, 1 раздельный,Евроремонт,0
25369,34500000,Соколиная гора,4.0,,14,20,2020.0,2 совмещенных,Дизайнерский,На улицу и двор,0
25385,36000000,Беговой,4.0,99.0,2,9,1924.0,1 раздельный,Косметический,Во двор,0
25391,36000000,Тропарево-Никулино,4.0,,1,16,1979.0,1 раздельный,Без ремонта,На улицу,0
25394,36500000,Басманный,4.0,110.0,8,12,1999.0,2 совмещенных,Дизайнерский,На улицу и двор,1
25396,40000000,Даниловский,4.0,130.0,7,16,2019.0,2 совмещенных,Без ремонта,На улицу и двор,0
25416,37800000,Фили-Давыдково,4.0,,22,24,2021.0,3 совмещенных,Без ремонта,Во двор,0
25426,35000000,Зюзино,4.0,120.0,15,17,1997.0,2 раздельных,Дизайнерский,Во двор,0
25438,40000000,Замоскворечье,4.0,,4,4,1910.0,1 совмещенный,Евроремонт,На улицу и двор,0
25449,33500000,Дорогомилово,4.0,85.0,8,11,1958.0,1 раздельный,Косметический,На улицу и двор,1
25450,21000000,Бибирево,4.0,,9,22,1983.0,1 совмещенный,Косметический,На улицу и двор,1
25453,30000000,Южное Тушино,4.0,,12,14,2014.0,2 раздельных,Без ремонта,,0
25455,23400000,Ясенево,4.0,96.0,4,17,2002.0,2 раздельных,Косметический,Во двор,0
25486,22000000,Московский поселение,4.0,,14,25,,2 раздельных,Дизайнерский,На улицу и двор,0
25488,22999000,Бирюлево Восточное,4.0,,3,11,2020.0,1 совмещенный, 1 раздельный,Без ремонта,2
25504,19730000,Сосенское поселение,4.0,87.0,4,12,2020.0,1 совмещенный, 2 раздельных,Евроремонт,1
25514,16900000,Перово,4.0,,2,8,1959.0,,Косметический,,0
25519,23500000,Савеловский,4.0,98.0,4,5,1956.0,,Косметический,,0
25534,21200000,Южное Бутово,4.0,,17,22,1995.0,1 совмещенный, 1 раздельный,Косметический,0
25549,24500000,Головинский,4.0,84.0,4,6,1931.0,1 совмещенный,Косметический,Во двор,0
25569,27700000,Савеловский,4.0,101.0,1,5,1957.0,1 раздельный,Дизайнерский,На улицу и двор,0
25572,27000000,Бутырский,4.0,,17,18,1997.0,,Евроремонт,,0
25577,26500000,Кунцево,4.0,114.0,2,15,2012.0,1 совмещенный,Косметический,На улицу,0
25588,26000000,Гольяново,4.0,110.0,12,32,2020.0,2 раздельных,,,0
25591,48000000,Можайский,4.0,111.0,3,23,2020.0,2 совмещенных,Дизайнерский,На улицу и двор,1
25596,79000000,Пресненский,4.0,112.0,2,6,1910.0,1 совмещенный, 1 раздельный,Евроремонт,6
25598,72500000,Донской,4.0,130.0,10,18,2017.0,3 совмещенных,Дизайнерский,,1
25601,42000000,Нагатино-Садовники,4.0,,15,24,2011.0,1 совмещенный, 1 раздельный,Дизайнерский,1
25612,46900000,Проспект Вернадского,4.0,,22,25,1998.0,2 совмещенных, 2 раздельных,Дизайнерский,1
25615,71900000,Раменки,4.0,,4,53,2012.0,3 совмещенных,Без ремонта,На улицу и двор,0
25638,75000000,Можайский,4.0,111.0,7,23,2020.0,1 совмещенный,Дизайнерский,На улицу и двор,1
25656,49000000,Якиманка,4.0,,7,23,2020.0,2 совмещенных,Без ремонта,На улицу и двор,0
25673,72500000,Раменки,4.0,145.0,35,38,,2 совмещенных,Дизайнерский,На улицу,0
25676,60000000,Пресненский,4.0,110.0,3,7,1890.0,2 совмещенных,Без ремонта,На улицу и двор,3
25685,76278877,Раменки,4.0,149.0,3,18,2010.0,,Евроремонт,Во двор,4
