id,address,places
13913,Москва ЗАО р-н Очаково-Матвеевское Аминьевское ш. 4Дк1,0
2579,Москва НАО (Новомосковский) Московский поселение ул. Саларьевская 11,0
25075,Москва НАО (Новомосковский) Щербинка Южный квартал 5,0
22284,Москва ЦАО р-н Пресненский Шмитовский проезд 16С2,1
2166,Москва СВАО р-н Ярославский Ярославское ш. 114К1,1
14489,Москва ЮЗАО р-н Обручевский ул. Академика Челомея 4,0
1848,Москва ВАО р-н Богородское Игральная ул. 1К1,0
12950,Москва САО р-н Бескудниковский Бескудниковский бул. 31,0
2328,Москва ВАО р-н Гольяново Уральская ул. 6К8,2
29219,Москва СЗАО р-н Щукино Авиационная ул. 79Б,0
23341,Москва ЦАО р-н Пресненский Большой Патриарший пер. 12С2,10
24601,Москва ЦАО р-н Таганский Большой Факельный пер. 24,1
11719,Москва ЮАО р-н Царицыно Кавказский бул. 40,0
9700,Москва СВАО р-н Отрадное ул. Римского-Корсакова 1,0
4343,Москва ЗАО р-н Можайский пер. 2-й Петра Алексеева 5,0
2976,Москва ЗАО р-н Тропарево-Никулино Ленинский просп. 156,0
17403,Москва ВАО р-н Сокольники ул. 2-я Сокольническая 1,0
26754,Москва ЦАО р-н Хамовники Барыковский пер. 6,1
2268,Москва ЮАО р-н Орехово-Борисово Северное Шипиловская ул. 18,0
13705,Москва ЦАО р-н Басманный Плетешковский пер. 18-20к1,2
25880,Москва ЗАО р-н Проспект Вернадского ул. Лобачевского 92К3,0
10683,Москва СВАО р-н Останкинский 3-я Новоостанкинская ул. 15,0
28078,Москва ЦАО р-н Хамовники ул. Усачева 15А,0
2493,Москва САО р-н Аэропорт Планетная ул. 16,0
15420,Москва ЗАО р-н Раменки ул. Лобачевского 120к1,0
16766,Москва СЗАО р-н Хорошево-Мневники Шелепихинская наб. 34к3,2
2525,Москва ЗАО р-н Солнцево Производственная ул. 8к2,0
2200,Москва ЮАО р-н Орехово-Борисово Южное Елецкая ул. 31к1,0
11046,Москва ЗАО р-н Фили-Давыдково Славянский бул. 1,1
15434,Москва ЮВАО р-н Лефортово 2-я Кабельная ул. 10,0
21978,Москва ЦАО р-н Замоскворечье Валовая ул. 10,0
3260,Москва СЗАО р-н Щукино Живописная ул. 54К1,0
7253,Москва ВАО р-н Гольяново Щелковское ш. 77К4,0
3131,Москва ЗАО р-н Очаково-Матвеевское ул. Малая Очаковская 7,0
4031,Москва НАО (Новомосковский) Московский ул. Никитина 11к5,0
2273,Москва НАО (Новомосковский) Московский поселение ул. Родниковая 30к3,5
16826,Москва ЗАО р-н Кунцево ул. Академика Павлова 7с1,0
27955,Москва ЦАО р-н Хамовники ул. Волхонка 7/6,0
28188,Москва ЦАО р-н Пресненский Трехпрудный пер. 11/13С2,7
7083,Москва НАО (Новомосковский) Десеновское поселение ул. Дмитрия Рябинкина 2к1,0
11024,Москва ЦАО р-н Пресненский Шелепихинская наб. 24,0
12821,Москва СВАО р-н Марьина роща ул. Сущевский Вал 3/5А,0
21889,Москва САО р-н Хорошевский ул. Зорге 9к2,0
10841,Москва НАО (Новомосковский) Московский ул. Лаптева 8к3,0
16576,Москва САО р-н Головинский Пулковская ул. 2,0
16680,Москва ЗАО р-н Очаково-Матвеевское Нежинская ул. 5к2,0
6036,Москва ЮВАО р-н Люблино Краснодарская ул. 44/13,0
15127,Москва ЮВАО р-н Южнопортовый ул. Мельникова 3к1,0
26771,Москва ЦАО р-н Арбат пер. Романов 3С1,11
11965,Москва ВАО р-н Соколиная гора Измайловское ш. 55,1
11106,Москва ЮЗАО р-н Черемушки Новочеремушкинская ул. 50,0
17161,Москва ЮАО р-н Орехово-Борисово Южное Шипиловский проезд 69,0
18356,Москва СВАО р-н Отрадное ул. Декабристов 22,0
27173,Москва ЦАО р-н Якиманка ул. Большая Полянка 44/2,5
27164,Москва ЦАО р-н Хамовники Олсуфьевский пер. 9С2,1
1,Москва НАО (Новомосковский) Щербинка ул. Высотная 9,0
21776,Москва САО р-н Хорошевский Хорошевское ш. 12к1,0
28292,Москва ЦАО р-н Мещанский 2-й Троицкий пер. 6,0
25843,Москва САО р-н Тимирязевский Дмитровский проезд 1,1
21363,Москва ЦАО р-н Таганский ул. Рогожский Вал 2/50,1
20163,Москва ЮАО р-н Нагорный Симферопольский бул. 29К1,3
20495,Москва ЮАО р-н Даниловский Самаринская ул. 1,1
6217,Москва СЗАО р-н Северное Тушино ул. Свободы 67К1,0
8921,Москва НАО (Новомосковский) Внуковское поселение ул. Омская 8,0
16273,Москва ЮЗАО р-н Академический ул. Дмитрия Ульянова 6к1,0
21833,Москва ЦАО р-н Замоскворечье Новокузнецкая ул. 30С3,1
15309,Москва ЮЗАО р-н Гагаринский Ленинский просп. 68/10,0
28451,Москва ЗАО р-н Филевский парк Кастанаевская ул. 18,0
7763,Москва НАО (Новомосковский) Сосенское поселение бул. Скандинавский 2к8,0
4304,Москва СЗАО р-н Хорошево-Мневники Шелепихинская наб. 34к1,2
7226,Москва ВАО р-н Новогиреево Свободный просп. 10К2,0
19690,Москва ЮЗАО р-н Теплый Стан ул. Островитянова 28к1,0
13539,Москва ЗАО р-н Филевский парк Береговой проезд 5к1,2
1008,Москва НАО (Новомосковский) ш. Рязановское 31к2,0
18019,Москва ЮЗАО р-н Теплый Стан ул. Теплый Стан 25К5,0
23016,Москва ЦАО р-н Пресненский Шмитовский проезд 39к1,0
28015,Москва СЗАО р-н Щукино Авиационная ул. 77к2,0
8604,Москва НАО (Новомосковский) Внуковское поселение ул. Омская 8,0
13935,Москва ЗАО р-н Дорогомилово Студенческая ул. 18,0
26252,Москва ЗАО р-н Можайский Можайское ш. 2,0
16781,Москва САО р-н Хорошевский Хорошевское ш. 12к1,0
28339,Москва ЗАО р-н Очаково-Матвеевское Нежинская ул. 8К2,0
27163,Москва ЦАО р-н Якиманка Погорельский пер. 6,2
28093,Москва ЦАО р-н Хамовники Мансуровский пер. 5,4
23822,Москва ЦАО р-н Хамовники ул. Пречистенка 35С2,1
28090,Москва ЦАО р-н Якиманка ул. Серафимовича 2,0
6384,Москва ЮВАО р-н Кузьминки ул. Академика Скрябина 26К2,0
19875,Москва ЗАО р-н Крылатское Осенний бул. 12К4,0
15908,Москва ЗАО р-н Раменки ул. Лобачевского 120к2,0
7423,Москва ЮВАО р-н Марьино Перервинский бул. 7К2,0
27855,Москва ЦАО р-н Тверской ул. Фадеева 4А,0
2905,Москва ЮВАО р-н Марьино Новомарьинская ул. 17,0
4660,Москва НАО (Новомосковский) Внуковское поселение бул. Андрея Тарковского 6,0
20674,Москва ЗАО р-н Дорогомилово Бережковская наб. 8,1
22900,Москва ЗАО р-н Филевский парк Кастанаевская ул. 26,1
4488,Москва ЗАО р-н Фили-Давыдково Славянский бул. 9к6,0
2778,Москва СВАО р-н Марфино ул. Кашенкин Луг 1,0
23203,Москва ЮЗАО р-н Обручевский ул. Эльдара Рязанова 4,0
2252,Москва СЗАО р-н Митино пер. Ангелов 6,1
8166,Москва ЮАО р-н Москворечье-Сабурово ул. Кошкина 19К1,0
16386,Москва СВАО р-н Алексеевский Маломосковская ул. 14,0
5334,Москва САО р-н Левобережный Ленинградское ш. 112к2,0
14306,Москва ЮЗАО р-н Обручевский ул. Обручева 15к1,1
29170,Москва ЦАО р-н Арбат Большой Николопесковский пер. 13,14
20804,Москва ЗАО р-н Фили-Давыдково Славянский бул. 9к6,0
643,Москва САО р-н Хорошевский ул. Зорге 9к1,0
1283,Москва ЮВАО р-н Выхино-Жулебино Ташкентская ул. 22К1,1
20193,Москва ЮЗАО р-н Зюзино Керченская ул. 26А,0
16217,Москва ЗАО р-н Фили-Давыдково Кастанаевская ул. 66,0
12426,Москва ВАО р-н Северное Измайлово ул. Константина Федина 13,2
5875,Москва ЮВАО р-н Текстильщики Волжский бул. 18К1,0
4029,Москва ЗАО р-н Кунцево № 100 квартал 1к2,0
3003,Москва ЮВАО р-н Нижегородский Нижегородская ул. 88К2,0
9898,Москва ЮЗАО р-н Черемушки Перекопская ул. 25К2,0
25314,Москва ЦАО р-н Замоскворечье Новокузнецкая ул. 30С1,1
21555,Москва ЗАО р-н Филевский парк Новозаводская ул. 25К4,0
24566,Москва ЮАО р-н Чертаново Южное Кировоградский проезд 3К2,1
17201,Москва НАО (Новомосковский) Филимонки поселок 8,0
27573,Москва ЗАО р-н Раменки Минская ул. 2Вк3,0
3503,Москва СЗАО р-н Южное Тушино Химкинский бул. 15К1,0
21051,Москва ЮЗАО р-н Академический Новочеремушкинская ул. 24К2,1
17469,Москва СЗАО р-н Южное Тушино Сходненская ул. 25,1
22379,Москва САО р-н Аэропорт Кочновский проезд 4к2,1
2059,Москва ЮАО р-н Зябликово Ореховый бул. 59К3,0
28223,Москва ЗАО р-н Филевский парк Большая Филевская ул. 3к2,0
1683,Москва ЮВАО р-н Люблино ул. Марьинский Парк 45,0
22248,Москва ЦАО р-н Пресненский Мантулинская ул. 9к6,0
1842,Москва ВАО р-н Северное Измайлово Щелковское ш. 12К1,0
22527,Москва СВАО р-н Алексеевский Староалексеевская ул. 5А,0
28170,Москва ЦАО р-н Басманный Старая Басманная ул. 25С5,1
25064,Москва ЮЗАО р-н Гагаринский Ленинский просп. 72/2,0
28361,Москва ЦАО р-н Арбат Никитский бул. 5,8
7868,Москва САО р-н Восточное Дегунино Дубнинская ул. 24К5,0
135,Москва НАО (Новомосковский) Десеновское поселение ул. Яворки 1к5,0
24517,Москва НАО (Новомосковский) Коммунарка поселок Эдальго микрорайон 2,0
7032,Москва ВАО р-н Восточное Измайлово 15-я Парковая ул. 20,0
14267,Москва СЗАО р-н Щукино Авиационная ул. 72К1,2
17639,Москва ЮАО р-н Нагатино-Садовники Каширское ш. 7К1,0
25588,Москва ВАО р-н Гольяново Амурская ул. 1Ак4,0
22736,Москва ЗАО р-н Кунцево Рублевское ш. 24К2,0
3891,Москва СВАО р-н Бибирево Алтуфьевское ш. 96,1
17636,Москва ЮАО р-н Нагорный Артековская ул. 7К2,0
4550,Москва САО р-н Дмитровский Дмитровское ш. 107Ак5,0
7489,Москва ЮАО р-н Орехово-Борисово Южное Ясеневая ул. 39К1,0
18570,Москва ВАО р-н Косино-Ухтомский ул. Дмитриевского 11,0
13035,Москва ЦАО р-н Пресненский Мукомольный проезд 1К2,1
10579,Москва НАО (Новомосковский) Внуковское поселение ул. Летчика Грицевца 11,0
576,Москва САО р-н Ховрино ул. Дыбенко 7/1,0
4737,Москва ЮВАО р-н Люблино ул. Верхние Поля 7К2,0
27546,Москва ЦАО р-н Басманный пер. Огородная Слобода 14,1
11577,Москва СВАО р-н Северный бул. Академика Ландау 5к1,0
1264,Москва ЮАО р-н Братеево Алма-Атинская ул. 5,0
22804,Москва СВАО р-н Ростокино ул. Вильгельма Пика 3,0
9842,Москва ЗАО р-н Солнцево Наро-Фоминская ул. 2,0
13573,Москва ЗАО р-н Можайский Барвихинская ул. 6,0
10192,Москва ЮВАО р-н Марьино Новомарьинская ул. 18,0
14528,Москва ЗАО р-н Очаково-Матвеевское Веерная ул. 26А,0
8290,Москва НАО (Новомосковский) Сосенское поселение Скандинавия жилой комплекс ул. Эдварда Грига 17,0
12702,Москва САО р-н Головинский Пулковская ул. 2,0
10691,Москва ЮАО р-н Бирюлево Восточное Михневский проезд 4,0
2951,Москва ЮАО р-н Нагатинский затон Нагатинская наб. 48/2,0
25217,Москва ЮВАО р-н Рязанский Саратовская ул. 31,0
17148,Москва ВАО р-н Гольяново Черницынский проезд 8,0
27361,Москва ЦАО р-н Пресненский Сытинский пер. 7/14,5
1671,Москва НАО (Новомосковский) Московский мкр. Град Московский ул. Радужная 10,4
26174,Москва ЮЗАО р-н Ломоносовский ул. Вавилова 97,0
9216,Москва ВАО р-н Соколиная гора Лечебная ул. 19,0
5186,Москва НАО (Новомосковский) Десеновское поселение ул. Яворки 1к4,0
22914,Москва САО р-н Ховрино Фестивальная ул. 24А,2
22614,Москва СВАО р-н Алексеевский Маломосковская ул. 14,0
10793,Москва ЗАО р-н Солнцево ул. Авиаторов 2,0
21972,Москва ЮЗАО р-н Академический просп. 60-летия Октября 17,1
2924,Москва ЦАО р-н Таганский Малая Калитниковская ул. 20К2,0
4513,Москва САО р-н Хорошевский Хорошевское ш. 25Ак2,1
14665,Москва ЮВАО р-н Лефортово проезд Невельского 1к1,0
20768,Москва ЗАО р-н Филевский парк Багратионовский проезд 5Ак1,1
13286,Москва ЮАО р-н Даниловский Духовской пер. 12А,2
25615,Москва ЗАО р-н Раменки Мосфильмовская ул. 8,0
25963,Москва ЮЗАО р-н Обручевский Ленинский просп. 103,0
27556,Москва ЦАО р-н Пресненский ул. Спиридоновка 18,5
4075,Москва ЦАО р-н Басманный Гороховский пер. 11-13,1
25236,Москва ЮВАО р-н Марьино Новомарьинская ул. 4,0
18381,Москва НАО (Новомосковский) Внуковское поселение ул. Авиаконструктора Петлякова 5,0
6759,Москва ВАО р-н Гольяново Алтайская ул. 32,0
4477,Москва ЗАО р-н Очаково-Матвеевское Веерная ул. 2,0
8613,Москва ЮАО р-н Зябликово ул. Мусы Джалиля 4К3,0
25809,Москва ЦАО р-н Тверской ул. Большая Дмитровка 20С2,12
18696,Москва ЮЗАО р-н Коньково ул. Академика Арцимовича 13,0
19596,Москва ЦАО р-н Таганский Международная ул. 28С1,0
14011,Москва ЮЗАО р-н Обручевский ул. Наметкина 1,1
4707,Москва НАО (Новомосковский) Десеновское поселение ул. Яворки 1к3,0
8817,Москва ЮВАО р-н Рязанский ул. Академика Скрябина 16к1,0
19389,Москва ЮЗАО р-н Академический Нахимовский просп. 40,0
11734,Москва ЮВАО р-н Выхино-Жулебино ул. Академика Скрябина 3/1к3,0
2115,Москва ЮАО р-н Чертаново Южное ул. Академика Янгеля 14К10,0
17868,Москва ЮВАО р-н Некрасовка ул. Вертолетчиков 4к6,0
23884,Москва ЦАО р-н Хамовники пер. Хилков 5,0
19396,Москва ВАО р-н Гольяново Хабаровская ул. 4,0
1870,Москва ЮЗАО р-н Южное Бутово Скобелевская ул. 8,0
15207,Москва САО р-н Хорошевский Ленинградский просп. 37/5,0
7239,Москва ЗелАО р-н Старое Крюково Зеленоград мкр. 8-й к826с4,0
15308,Москва ВАО р-н Измайлово Никитинская ул. 10,1
5375,Москва ВАО р-н Перово 1-я Владимирская ул. 23К2,1
1326,Москва СВАО р-н Бибирево ул. Лескова 25Б,1
26127,Москва ЮАО р-н Чертаново Северное Северное Чертаново микрорайон 1А,1
18291,Москва ВАО р-н Перово Мартеновская ул. 13,0
3577,Москва ЮАО р-н Москворечье-Сабурово ул. Борисовские Пруды 7К2,1
18480,Москва ЮВАО р-н Люблино просп. 40 лет Октября 13,0
22777,Москва ЮАО р-н Даниловский 3-й Павелецкий проезд 3,0
4871,Москва САО р-н Восточное Дегунино Дубнинская ул. 20К1,0
16772,Москва ЦАО р-н Арбат Новинский бул. 18С1,0
28350,Москва СЗАО р-н Щукино Авиационная ул. 77,1
22922,Москва ЦАО р-н Хамовники ул. Хамовнический Вал 4,0
1859,Москва ЗАО р-н Ново-Переделкино ул. Скульптора Мухиной 12К2,0
12383,Москва ЦАО р-н Красносельский Верхняя Красносельская ул. 8К2,2
29230,Москва ЗАО р-н Дорогомилово Кутузовский просп. 14,1
1805,Москва СВАО р-н Северное Медведково Широкая ул. 25/24,0
27675,Москва ЦАО р-н Пресненский Ермолаевский пер. 4,5
8545,Москва ЦАО р-н Мещанский Трифоновская ул. 55,2
4960,Москва ЗелАО р-н Старое Крюково Зеленоград мкр. 8-й к834Б,0
28617,Москва ЦАО р-н Арбат Филипповский пер. 8С1,1
5506,Москва ЮАО р-н Бирюлево Западное Востряковский проезд 3К1,0
11271,Москва САО р-н Бескудниковский Бескудниковский бул. 6К4,0
2756,Москва ЗАО р-н Кунцево Кунцевская ул. 13/6,0
153,Москва НАО (Новомосковский) Сосенское поселение ул. Сальвадора Дали 1к1,19
1926,Москва СВАО р-н Бибирево Алтуфьевское ш. 74,1
16545,Москва ЮАО р-н Даниловский ул. Архитектора Щусева 2к2,4
24473,Москва ЦАО р-н Пресненский Стрельбищенский пер. 11,1
18251,Москва САО р-н Западное Дегунино Ангарская ул. 26К4,0
5383,Москва НАО (Новомосковский) Сосенское поселение просп. Куприна 34к1,0
28447,Москва СЗАО р-н Щукино ул. Расплетина 14,0
4307,Москва ЦАО р-н Пресненский Шмитовский проезд 39к8,0
13738,Москва ЮАО р-н Чертаново Южное Варшавское ш. 152К1,0
25706,Москва ЗАО р-н Очаково-Матвеевское Староволынская ул. 12к5,0
17163,Москва ЗАО р-н Кунцево Рублево поселок ул. Новорублевская 13,0
9892,Москва ЗАО р-н Филевский парк Багратионовский проезд 14,2
17885,Москва САО р-н Восточное Дегунино Дубнинская ул. 10К5,0
19204,Москва НАО (Новомосковский) Коммунарка поселок ул. Сосенский Стан 17,0
9915,Москва СВАО р-н Алтуфьевский Алтуфьевское ш. 62В,0
19395,Москва ЦАО р-н Пресненский Шелепихинская наб. 6,1
6593,Москва НАО (Новомосковский) Московский мкр. Град Московский ул. Радужная 9,2
10282,Москва НАО (Новомосковский) Рязановское поселение Ерино поселок ул. Высокая 3А,0
21939,Москва ЦАО р-н Хамовники ул. Доватора 13,0
20766,Москва СВАО р-н Алексеевский просп. Мира 124К10,0
28564,Москва ЦАО р-н Пресненский Никитский бул. 12,10
625,Москва ЮАО р-н Зябликово Ореховый бул. 24к4,0
18918,Москва ЮЗАО р-н Коньково ул. Островитянова 45К1,0
7889,Москва НАО (Новомосковский) Сосенское поселение ул. Василия Ощепкова 6,0
27231,Москва ЦАО р-н Тверской Воротниковский пер. 4,4
10774,Москва ВАО р-н Новогиреево Саперный проезд 13,0
2368,Москва СЗАО р-н Митино пер. Ангелов 2,0
22856,Москва САО р-н Хорошевский проезд Березовой Рощи 12,1
6821,Москва НАО (Новомосковский) Рязановское поселение ш. Остафьевское 14к3,0
7839,Москва САО р-н Аэропорт Ленинградский просп. 78К5,2
26918,Москва ЦАО р-н Пресненский Малая Бронная ул. 32,8
25486,Москва НАО (Новомосковский) Московский поселение Саларьево Парк жилой комплекс 7.2,0
9297,Москва ВАО р-н Восточное Измайлово Нижняя Первомайская ул. 59,1
27446,Москва ЦАО р-н Красносельский Мясницкая ул. 15,21
27217,Москва ЦАО р-н Арбат ул. Новый Арбат 29,0
9224,Москва ЦАО р-н Таганский Иерусалимская ул. 6,0
17888,Москва ЮВАО р-н Некрасовка ул. Липчанского 10,0
15200,Москва ЦАО р-н Арбат Панфиловский пер. 3С2,0
7412,Москва ВАО р-н Измайлово 7-я Парковая ул. 5К1,0
28498,Москва СЗАО р-н Хорошево-Мневники просп. Маршала Жукова 78,1
3393,Москва ЗАО р-н Солнцево ул. Главмосстроя 4к1,0
18228,Москва ЮАО р-н Даниловский Мытная ул. 27К1,1
5331,Москва НАО (Новомосковский) Филимонки поселок Филимонки деревня 9к3,0
15503,Москва ЮЗАО р-н Ломоносовский ул. Марии Ульяновой 17К1,0
19057,Москва ВАО р-н Преображенское Большая Черкизовская ул. 22К1,0
6618,Москва СВАО р-н Отрадное ул. Бестужевых 1Б,0
1687,Москва ЮВАО р-н Некрасовка просп. Защитников Москвы 11,0
16311,Москва ЗАО р-н Филевский парк Береговой проезд 1А,0
25348,Москва САО р-н Ховрино ул. Дыбенко 22К1,0
20142,Москва САО р-н Бескудниковский Коровинское ш. 4А,0
1330,Москва ЮАО р-н Чертаново Северное Варшавское ш. 114К3,0
23517,Москва ЦАО р-н Пресненский Богословский пер. 12А,3
16471,Москва ЦАО р-н Пресненский Мукомольный проезд 2,1
16969,Москва ВАО р-н Ивановское Свободный просп. 9К1,0
28225,Москва ВАО р-н Метрогородок Открытое ш. 26К9,0
26440,Москва ЗАО р-н Можайский Можайское ш. 2,0
23787,Москва ЗАО р-н Раменки Мосфильмовская ул. 88к4с2,3
27412,Москва ЗАО р-н Раменки Мосфильмовская ул. 8,0
16000,Москва ЗАО р-н Можайский Гжатская ул. 5к10,0
17221,Москва ВАО р-н Ивановское ул. Молостовых 19К3,0
26973,Москва ЦАО р-н Хамовники ул. Ефремова 19к2,0
23846,Москва ЦАО р-н Пресненский Никитский бул. 12,10
18330,Москва ЮВАО р-н Марьино Перервинский бул. 14К1,0
15768,Москва ЦАО р-н Замоскворечье Космодамианская наб. 4/22а,1
28040,Москва ЗАО р-н Тропарево-Никулино просп. Вернадского 94к2,1
16437,Москва ЗАО р-н Раменки Мосфильмовская ул. 8,0
11828,Москва ЮАО р-н Орехово-Борисово Южное Ясеневая ул. 12к6,0
2458,Москва ЮВАО р-н Южнопортовый ул. Петра Романова 6,0
3039,Москва ЮАО р-н Чертаново Южное Россошанская ул. 4К2,0
19785,Москва СВАО р-н Бибирево Алтуфьевское ш. 74,1
10644,Москва СВАО р-н Свиблово ул. Седова 17К2,0
20948,Москва ЗАО р-н Крылатское Крылатская ул. 31К2,1
25113,Москва ЮВАО р-н Марьино Люблинская ул. 175,1
9752,Москва САО р-н Аэропорт Новый Зыковский проезд 5,0
14272,Москва ЦАО р-н Басманный ул. Фридриха Энгельса 36,0
10842,Москва ЮЗАО р-н Ломоносовский ул. Панферова 8,0
24228,Москва ЦАО р-н Басманный пер. Лучников 7/4С6,3
17510,Москва СВАО р-н Бутырский ул. Яблочкова 32,0
12558,Москва НАО (Новомосковский) Коммунарка поселок ул. Александры Монаховой 94к1,1
4429,Москва ЦАО р-н Якиманка ул. Большая Ордынка 68,7
17851,Москва САО р-н Головинский Онежская ул. 40,0
21649,Москва СЗАО р-н Хорошево-Мневники бул. Генерала Карбышева 11,3
6926,Москва ЮАО р-н Бирюлево Восточное Бирюлевская ул. 8,0
17033,Москва ЦАО р-н Басманный Большая Почтовая ул. 6,0
228,Москва ВАО р-н Новогиреево Мартеновская ул. 22К1,0
28098,Москва ЦАО р-н Замоскворечье Садовническая ул. 42С1,1
20030,Москва ЗАО р-н Дорогомилово Поклонная ул. 8,0
5036,Москва ТАО (Троицкий) Первомайское поселение Птичное поселок ул. Лесная 82,1
20688,Москва САО р-н Западное Дегунино Коровинское ш. 11К2,0
8505,Москва ВАО р-н Северное Измайлово Щелковское ш. 38/66,0
4010,Москва ЮВАО р-н Люблино Совхозная ул. 49,0
20217,Москва НАО (Новомосковский) Внуковское поселение ул. Самуила Маршака 20,0
26523,Москва ЗАО р-н Кунцево Рублевское ш. 101,2
20606,Москва ЮЗАО р-н Академический ул. Кедрова 21,0
29092,Москва ЦАО р-н Тверской 2-й Колобовский пер. 11,6
7379,Москва НАО (Новомосковский) Десеновское поселение ул. Кварцевая 3к2,0
25385,Москва САО р-н Беговой Ленинградский просп. 14К1,0
18959,Москва ЗАО р-н Ново-Переделкино Лукинская ул. 7,0
5393,Москва НАО (Новомосковский) Сосенское поселение просп. Куприна 38к2,0
13479,Москва ВАО р-н Измайлово Никитинская ул. 10,1
24858,Москва ВАО р-н Перово 1-я Владимирская ул. 34К2,0
27224,Москва ЦАО р-н Хамовники ул. Знаменка 13С1,4
28480,Москва ЗАО р-н Раменки ул. Сергея Бондарчука 6,0
12022,Москва ЗАО р-н Кунцево № 100 квартал 1к1,0
17479,Москва ЮЗАО р-н Южное Бутово Чечерский проезд 92,1
4727,Москва НАО (Новомосковский) Щербинка ул. Театральная 2,0
23138,Москва САО р-н Войковский ул. Космонавта Волкова 5Б,0
13435,Москва ЦАО р-н Пресненский Большой Тишинский пер. 40С1,2
14682,Москва САО р-н Хорошевский ул. Зорге 9к2,0
22433,Москва САО р-н Хорошевский ул. Авиаконструктора Сухого 2к1,0
14888,Москва ЗАО р-н Филевский парк Береговой проезд 1А,0
2444,Москва САО р-н Тимирязевский Тимирязевская ул. 17А,2
3839,Москва ЗАО р-н Кунцево Молодогвардейская ул. 3,0
27441,Москва ЦАО р-н Пресненский Большой Козихинский пер. 8,7
9141,Москва ТАО (Троицкий) Троицк ул. Нагорная 9,2
18962,Москва ЮАО р-н Царицыно Кантемировская ул. 5К4,0
1184,Москва ТАО (Троицкий) Новофедоровское поселение ул. Генерала Донскова 29к3,0
10442,Москва ЮЗАО р-н Северное Бутово ул. Грина 36,0
15408,Москва ЦАО р-н Басманный ул. Казакова 29С1,0
2152,Москва ЮЗАО р-н Южное Бутово Изюмская ул. 49к4,0
21107,Москва ЗАО р-н Филевский парк Береговой проезд 1А,0
4770,Москва ЮВАО р-н Кузьминки ул. Маршала Чуйкова 7К2,0
21521,Москва ЦАО р-н Таганский 1-я Дубровская ул. 1К2,2
26930,Москва ЗАО р-н Дорогомилово ул. Дунаевского 7,1
19061,Москва СЗАО р-н Митино ул. Барышиха 25К2,0
5697,Москва ЗАО р-н Внуково Центральная ул. 9,0
24061,Москва ЦАО р-н Хамовники Смоленский бул. 15,0
12592,Москва НАО (Новомосковский) Московский поселение ул. Саларьевская 14к2,5
22648,Москва ЗАО р-н Филевский парк Большая Филевская ул. 3к3,1
24988,Москва ЗАО р-н Филевский парк Большая Филевская ул. 3к4,0
23046,Москва ЮАО р-н Даниловский просп. Лихачева 16к1,1
20047,Москва САО р-н Левобережный Ленинградское ш. 69к2,0
1403,Москва ЮВАО р-н Люблино ул. Верхние Поля 7К2,0
847,Москва ЦАО р-н Мещанский Трубная ул. 29С4,8
23336,Москва САО р-н Хорошевский проезд Березовой Рощи 12,1
23182,Москва САО р-н Тимирязевский Дмитровский проезд 1,1
15181,Москва ЗАО р-н Раменки ул. Лобачевского 120к1,0
16764,Москва ЗАО р-н Дорогомилово пл. Победы 1кД,0
4018,Москва САО р-н Левобережный Смольная ул. 51к1,0
20369,Москва ЮАО р-н Чертаново Южное ул. Газопровод 15,0
482,Москва ЦАО р-н Басманный Большой Златоустинский пер. 3АС2,17
25453,Москва СЗАО р-н Южное Тушино ул. Фабрициуса 22,0
16670,Москва СЗАО р-н Хорошево-Мневники ул. Паршина 10,0
11145,Москва НАО (Новомосковский) Сосенское поселение бул. Скандинавский 19,10
17884,Москва ЮВАО р-н Некрасовка Рождественская ул. 16,0
16499,Москва ЗАО р-н Кунцево Ярцевская ул. 32,4
12540,Москва НАО (Новомосковский) Внуковское поселение бул. Андрея Тарковского 11,0
1764,Москва ВАО р-н Богородское 1-я Мясниковская ул. 20,0
8654,Москва ВАО р-н Перово Перовская ул. 33К1,1
15592,Москва ЗАО р-н Кунцево ул. Академика Павлова 24,0
1814,Москва ЗАО р-н Кунцево № 100 квартал 1к3,0
12701,Москва ЗАО р-н Тропарево-Никулино ул. Академика Анохина 13,0
17265,Москва НАО (Новомосковский) Филимонковское поселение ул. Золотошвейная 5,0
17170,Москва ЮВАО р-н Текстильщики Грайвороновская ул. 16К3,0
4314,Москва СЗАО р-н Строгино ул. Твардовского 12к1,0
4068,Москва СЗАО р-н Куркино Новокуркинское ш. 43,0
21178,Москва ЗАО р-н Тропарево-Никулино ул. Академика Анохина 2К1,1
13013,Москва СЗАО р-н Хорошево-Мневники ул. Маршала Тухачевского 37/21,1
28853,Москва ЦАО р-н Басманный Яковоапостольский пер. 9С2,1
6999,Москва ЮАО р-н Чертаново Южное Кировоградская ул. 44К2,0
20309,Москва НАО (Новомосковский) Внуковское поселение ул. Бориса Пастернака 33к2,0
14622,Москва СВАО р-н Лосиноостровский Изумрудная ул. 65,1
25514,Москва ВАО р-н Перово 3-я Владимирская ул. 3К1,0
13542,Москва ВАО р-н Богородское Краснобогатырская ул. 7,1
24290,Москва ЦАО р-н Хамовники ул. Ефремова 9,1
26756,Москва ЗАО р-н Раменки Мосфильмовская ул. 70к7,0
10317,Москва ВАО р-н Соколиная гора Измайловское ш. 15К2,0
21658,Москва САО р-н Сокол Факультетский пер. 3,1
5086,Москва НАО (Новомосковский) Филимонковское поселение ул. Жемчужная 1к14,0
15840,Москва ЗАО р-н Очаково-Матвеевское Нежинская ул. 8К1,0
