mart_3.id,mart_3.price,mart_3.district,mart_3.rooms,mart_3.total_area,mart_3.current_floor,mart_3.max_floor,mart_3.build_year,mart_3.bath,mart_3.repair,mart_3.window_type
20282,21000000.0,Западное Дегунино,3.0,66.0,15.0,26.0,2021.0,1 совмещенный, 1 раздельный,Евроремонт
20283,20500000.0,Рязанский,3.0,,21.0,23.0,2020.0,2 совмещенных,Без ремонта,На улицу
20284,20700000.0,Южное Бутово,3.0,,6.0,9.0,1999.0,1 совмещенный, 1 раздельный,Евроремонт
20285,21000000.0,Даниловский,3.0,58.0,5.0,9.0,1974.0,1 раздельный,Косметический,Во двор
20286,20700000.0,Орехово-Борисово Южное,3.0,,9.0,16.0,1979.0,1 раздельный,Евроремонт,
20287,21800000.0,Обручевский,3.0,,1.0,17.0,1998.0,1 раздельный,Без ремонта,На улицу
20288,21000000.0,Филевский парк,3.0,67.0,11.0,16.0,1988.0,1 раздельный,Евроремонт,На улицу и двор
20289,20150000.0,Хорошево-Мневники,3.0,,1.0,25.0,2001.0,1 раздельный,Косметический,
20290,21700000.0,Отрадное,3.0,76.0,17.0,22.0,2009.0,1 совмещенный,Евроремонт,Во двор
20291,20700000.0,Нагорный,3.0,71.0,7.0,12.0,2022.0,1 раздельный,Евроремонт,Во двор
20292,21300000.0,Марьино,3.0,87.0,10.0,12.0,2001.0,1 раздельный,Евроремонт,На улицу и двор
20293,21500000.0,Внуковское поселение,3.0,,4.0,17.0,2022.0,2 совмещенных,Без ремонта,
20294,21700000.0,Москворечье-Сабурово,3.0,,2.0,22.0,2002.0,2 раздельных,Косметический,Во двор
20295,22000000.0,Черемушки,3.0,74.0,2.0,17.0,1999.0,1 совмещенный,Евроремонт,
20296,21700000.0,Крылатское,3.0,,2.0,17.0,1984.0,1 раздельный,Косметический,На улицу и двор
20297,21000000.0,Пресненский,3.0,,1.0,5.0,1957.0,,Косметический,
20298,21999999.0,Щукино,3.0,,6.0,28.0,2021.0,1 раздельный,Без ремонта,
20299,21700000.0,Левобережный,3.0,,16.0,16.0,1978.0,1 совмещенный,Евроремонт,Во двор
20300,21800000.0,Академический,3.0,79.0,6.0,14.0,1999.0,1 раздельный,Косметический,Во двор
20301,21800000.0,Чертаново Северное,3.0,,5.0,22.0,1990.0,1 раздельный,Евроремонт,На улицу и двор
20302,21500000.0,Филевский парк,3.0,77.0,9.0,22.0,1984.0,1 раздельный,,Во двор
20303,21500000.0,Западное Дегунино,3.0,,6.0,14.0,2007.0,1 раздельный,Евроремонт,Во двор
20304,20200000.0,Бирюлево Восточное,3.0,110.0,13.0,21.0,,2 совмещенных,Без ремонта,Во двор
20305,21000000.0,Северное Бутово,3.0,75.0,12.0,17.0,2001.0,1 совмещенный, 1 раздельный,Евроремонт
20306,21000000.0,Московский,3.0,,15.0,25.0,2010.0,1 совмещенный, 1 раздельный,Евроремонт
20307,20999000.0,Головинский,3.0,,4.0,5.0,1956.0,1 раздельный,Евроремонт,Во двор
20308,21000000.0,Нагатино-Садовники,3.0,,17.0,24.0,2010.0,2 совмещенных,Косметический,На улицу и двор
20309,20100000.0,Внуковское поселение,3.0,,1.0,17.0,2017.0,1 раздельный,Евроремонт,Во двор
20310,20200000.0,Бирюлево Восточное,3.0,110.0,2.0,18.0,,1 совмещенный,Без ремонта,Во двор
20311,21000000.0,Дорогомилово,3.0,55.0,1.0,5.0,1929.0,1 совмещенный,Евроремонт,Во двор
20312,21000000.0,Дорогомилово,3.0,55.0,1.0,5.0,1929.0,,Косметический,Во двор
20313,20500000.0,Московский поселение,3.0,74.0,21.0,21.0,2021.0,1 раздельный,Евроремонт,
20314,21300000.0,Тропарево-Никулино,3.0,,10.0,16.0,1982.0,1 раздельный,Косметический,На улицу и двор
20315,20490000.0,Бабушкинский,3.0,74.0,12.0,16.0,1981.0,1 раздельный,Косметический,На улицу и двор
20316,21500000.0,Митино,3.0,89.0,15.0,24.0,2003.0,1 совмещенный, 1 раздельный,Евроремонт
20317,20500000.0,Десеновское поселение,3.0,83.0,1.0,3.0,2014.0,2 раздельных,Евроремонт,Во двор
20318,21500000.0,Солнцево,3.0,,2.0,20.0,2020.0,,Евроремонт,Во двор
20319,20500000.0,Коммунарка поселок,3.0,98.0,1.0,16.0,2015.0,1 совмещенный, 1 раздельный,Косметический
20320,20800000.0,Внуковское поселение,3.0,,11.0,17.0,2013.0,,Дизайнерский,На улицу и двор
20321,21000000.0,Даниловский,3.0,,15.0,16.0,1996.0,1 совмещенный,Без ремонта,На улицу и двор
20322,20500000.0,Рязанский,3.0,,21.0,23.0,2020.0,1 раздельный,Без ремонта,На улицу и двор
20323,21000000.0,Дорогомилово,3.0,55.0,1.0,5.0,1929.0,1 совмещенный,Косметический,Во двор
20324,21000000.0,Фили-Давыдково,3.0,,9.0,13.0,1971.0,1 раздельный,Дизайнерский,На улицу и двор
20325,21000000.0,Дорогомилово,3.0,54.0,1.0,5.0,1929.0,1 совмещенный,Косметический,Во двор
20326,20500000.0,Текстильщики,3.0,,2.0,24.0,,2 совмещенных,,Во двор
20327,21500000.0,Солнцево,3.0,,2.0,20.0,2021.0,2 совмещенных,Евроремонт,
20328,20700000.0,Красносельский,3.0,68.0,5.0,7.0,1947.0,1 раздельный,Косметический,На улицу
20329,20967600.0,Ярославский,3.0,,18.0,22.0,2021.0,1 совмещенный, 1 раздельный,
20330,20300000.0,Ярославский,3.0,80.0,20.0,23.0,2021.0,2 раздельных,Без ремонта,На улицу и двор
20331,21350000.0,Крюково,3.0,,14.0,17.0,2014.0,2 раздельных,,
20332,20500000.0,Отрадное,3.0,77.0,14.0,25.0,2010.0,1 совмещенный,Евроремонт,Во двор
20333,20103266.0,Орехово-Борисово Южное,3.0,78.0,23.0,25.0,2021.0,1 совмещенный, 1 раздельный,Евроремонт
20334,20800000.0,Головинский,3.0,,4.0,29.0,2022.0,2 совмещенных,Без ремонта,Во двор
20335,20500000.0,Московский поселение,3.0,85.0,10.0,20.0,2019.0,2 совмещенных,Косметический,На улицу и двор
20336,20500000.0,Чертаново Южное,3.0,,25.0,26.0,2018.0,1 совмещенный, 1 раздельный,Евроремонт
20337,21300000.0,Таганский,3.0,62.0,14.0,17.0,1977.0,1 раздельный,Косметический,На улицу и двор
20338,20000000.0,Сокольники,3.0,,3.0,6.0,1917.0,1 раздельный,Евроремонт,Во двор
20339,20890000.0,Даниловский,3.0,,5.0,9.0,1965.0,1 совмещенный,Дизайнерский,На улицу и двор
20340,20450000.0,Алексеевский,3.0,81.0,2.0,9.0,1957.0,1 совмещенный,Евроремонт,На улицу и двор
20341,20900000.0,Лосиноостровский,3.0,107.0,5.0,24.0,2014.0,1 раздельный,Без ремонта,Во двор
20342,20950000.0,Тропарево-Никулино,3.0,,4.0,16.0,1978.0,1 раздельный,Косметический,
20343,21500000.0,Сокольники,3.0,75.0,5.0,5.0,1959.0,1 раздельный,Косметический,
20344,20900000.0,Кунцево,3.0,,5.0,17.0,1984.0,1 раздельный,Евроремонт,На улицу и двор
20345,21200000.0,Отрадное,3.0,75.0,10.0,11.0,1990.0,1 раздельный,Евроремонт,На улицу и двор
20346,20200000.0,Ховрино,3.0,88.0,13.0,20.0,2014.0,1 раздельный,Без ремонта,Во двор
20347,20900000.0,Гольяново,3.0,75.0,10.0,24.0,2022.0,1 совмещенный, 1 раздельный,Евроремонт
20348,20400000.0,Очаково-Матвеевское,3.0,74.0,14.0,26.0,2016.0,1 совмещенный, 1 раздельный,Без ремонта
20349,21500000.0,Хорошевский,3.0,75.0,3.0,4.0,1957.0,1 раздельный,Без ремонта,Во двор
20350,20700000.0,Якиманка,3.0,59.0,4.0,10.0,1966.0,1 совмещенный,Косметический,На улицу
20351,21000000.0,Левобережный,3.0,70.0,11.0,12.0,1982.0,,Косметический,На улицу и двор
20352,20700000.0,Можайский,3.0,67.0,14.0,16.0,1977.0,1 совмещенный,Евроремонт,На улицу
20353,20500000.0,Мещанский,3.0,,9.0,14.0,1969.0,1 совмещенный,Косметический,На улицу
20354,21500000.0,Хорошевский,3.0,72.0,4.0,5.0,1956.0,1 раздельный,,Во двор
20355,21500000.0,Басманный,3.0,,1.0,8.0,1932.0,,Евроремонт,Во двор
20356,21500000.0,Аэропорт,3.0,74.0,6.0,6.0,1972.0,1 раздельный,Без ремонта,Во двор
20357,21200000.0,Ховрино,3.0,,22.0,22.0,1999.0,1 раздельный,Евроремонт,Во двор
20358,20200000.0,Котловка,3.0,,9.0,12.0,1969.0,1 совмещенный,Косметический,На улицу и двор
20359,20600000.0,Южное Тушино,3.0,,3.0,4.0,1955.0,1 раздельный,Евроремонт,На улицу
20360,20500000.0,Коньково,3.0,,6.0,17.0,1999.0,,Евроремонт,Во двор
20361,20500000.0,Хорошевский,3.0,65.0,11.0,12.0,1968.0,1 раздельный,Косметический,Во двор
20362,20500000.0,Алексеевский,3.0,71.0,1.0,5.0,1934.0,1 раздельный,Косметический,На улицу и двор
20363,20500000.0,Алексеевский,3.0,75.0,2.0,14.0,1977.0,1 раздельный,Без ремонта,Во двор
20364,20500000.0,Пресненский,3.0,72.0,1.0,5.0,1960.0,,Косметический,Во двор
20365,21490000.0,Гольяново,3.0,,22.0,24.0,2022.0,2 совмещенных,Евроремонт,
20366,20600000.0,Можайский,3.0,,20.0,29.0,,2 совмещенных,Без ремонта,Во двор
20367,20600000.0,Донской,3.0,57.0,4.0,5.0,1952.0,1 раздельный,Косметический,На улицу и двор
20368,21700000.0,Северный,3.0,82.0,8.0,19.0,2015.0,1 раздельный,Евроремонт,На улицу и двор
20369,21000000.0,Чертаново Южное,3.0,,10.0,17.0,2004.0,1 раздельный,Евроремонт,Во двор
20370,21000000.0,Митино,3.0,,5.0,22.0,1993.0,1 раздельный,Евроремонт,Во двор
20371,20500000.0,Бирюлево Восточное,3.0,,5.0,15.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
20372,21000000.0,Замоскворечье,3.0,,3.0,9.0,1968.0,1 раздельный,Косметический,Во двор
20373,21850000.0,Кунцево,3.0,,19.0,25.0,,1 совмещенный, 1 раздельный,Евроремонт
20374,20300000.0,Московский поселение,3.0,74.0,21.0,21.0,2021.0,1 совмещенный,Дизайнерский,Во двор
20375,21500000.0,Ново-Переделкино,3.0,69.0,23.0,24.0,2021.0,1 совмещенный, 1 раздельный,Евроремонт
20376,21500000.0,Филевский парк,3.0,73.0,15.0,17.0,1997.0,1 совмещенный,Евроремонт,Во двор
20377,20600000.0,Южное Медведково,3.0,,3.0,25.0,2015.0,1 раздельный,Косметический,На улицу и двор
20378,20500000.0,Внуковское поселение,3.0,,3.0,19.0,2016.0,1 раздельный,Евроремонт,
20379,21800000.0,Вешняки,3.0,85.0,16.0,22.0,1981.0,2 совмещенных,Евроремонт,На улицу
20380,21000000.0,Дорогомилово,3.0,55.0,1.0,5.0,1929.0,1 совмещенный,Косметический,Во двор
20381,20700000.0,Марьина роща,3.0,,3.0,12.0,1973.0,1 совмещенный,Косметический,На улицу и двор
20382,20990000.0,Покровское-Стрешнево,3.0,,4.0,22.0,2022.0,1 раздельный,Без ремонта,Во двор
20383,20500000.0,Бескудниковский,3.0,,5.0,14.0,2001.0,1 совмещенный,Косметический,Во двор
20384,20500000.0,Внуковское поселение,3.0,77.0,11.0,22.0,2015.0,2 совмещенных,Евроремонт,Во двор
20385,20500000.0,Ярославский,3.0,,7.0,22.0,1989.0,1 раздельный,Косметический,На улицу и двор
20386,20800000.0,Останкинский,3.0,,2.0,11.0,2018.0,1 совмещенный, 1 раздельный,Дизайнерский
20387,20856000.0,Можайский,3.0,,23.0,29.0,,2 совмещенных,Без ремонта,Во двор
20388,20500000.0,Филевский парк,3.0,,7.0,8.0,1959.0,1 раздельный,Косметический,На улицу и двор
20389,21900000.0,Даниловский,3.0,67.0,4.0,5.0,1957.0,1 совмещенный,Дизайнерский,
20390,21700000.0,Богородское,3.0,,3.0,5.0,1959.0,1 совмещенный,Дизайнерский,Во двор
20391,20700000.0,Ховрино,3.0,80.0,16.0,22.0,2002.0,1 совмещенный,Косметический,Во двор
20392,21900000.0,Фили-Давыдково,3.0,74.0,8.0,25.0,2021.0,1 раздельный,Косметический,Во двор
20393,22000000.0,Академический,3.0,,4.0,4.0,1961.0,1 раздельный,Евроремонт,Во двор
20394,22000000.0,Чертаново Южное,3.0,,16.0,17.0,2003.0,1 раздельный,Косметический,Во двор
20395,21900000.0,Отрадное,3.0,76.0,13.0,17.0,2011.0,1 раздельный,Косметический,Во двор
20396,22000000.0,Марьино,3.0,,15.0,25.0,2018.0,2 совмещенных,Дизайнерский,На улицу и двор
20397,21950000.0,Щукино,3.0,68.0,25.0,25.0,2004.0,1 раздельный,Косметический,
20398,21990000.0,Обручевский,3.0,75.0,17.0,22.0,1999.0,1 раздельный,Косметический,На улицу и двор
20399,22000000.0,Ясенево,3.0,78.0,10.0,16.0,1977.0,1 раздельный,Дизайнерский,
20400,22000000.0,Щукино,3.0,77.0,2.0,5.0,1958.0,1 совмещенный,Евроремонт,На улицу и двор
20401,21990000.0,Пресненский,3.0,,4.0,5.0,1928.0,1 раздельный,Косметический,На улицу и двор
20402,22000000.0,Чертаново Центральное,3.0,,16.0,17.0,2000.0,1 раздельный,Дизайнерский,На улицу и двор
20403,22000000.0,Отрадное,3.0,81.0,17.0,17.0,2004.0,2 совмещенных,Дизайнерский,На улицу и двор
20404,21950000.0,Даниловский,3.0,62.0,3.0,7.0,1927.0,1 совмещенный,Косметический,На улицу и двор
20405,22000000.0,Академический,3.0,,3.0,8.0,1960.0,1 раздельный,Косметический,На улицу
20406,21999000.0,Войковский,3.0,80.0,11.0,25.0,2012.0,1 раздельный,Евроремонт,Во двор
20407,21990000.0,Академический,3.0,79.0,16.0,17.0,2000.0,1 совмещенный,Косметический,Во двор
20408,22000000.0,Бутырский,3.0,73.0,4.0,8.0,1948.0,,Косметический,На улицу и двор
20409,22000000.0,Западное Дегунино,3.0,70.0,5.0,26.0,2021.0,1 совмещенный, 1 раздельный,Без ремонта
20410,22000000.0,Тропарево-Никулино,3.0,,14.0,16.0,1976.0,1 раздельный,Косметический,На улицу и двор
20411,21900000.0,Отрадное,3.0,76.0,14.0,25.0,2010.0,1 совмещенный,Дизайнерский,
20412,22000000.0,Академический,3.0,,4.0,4.0,1961.0,1 раздельный,Евроремонт,Во двор
20413,22000000.0,Южное Медведково,3.0,,33.0,33.0,2022.0,1 совмещенный, 1 раздельный,Евроремонт
20414,21950000.0,Ново-Переделкино,3.0,79.0,15.0,23.0,2021.0,2 совмещенных,Без ремонта,На улицу и двор
20415,22000000.0,Савеловский,3.0,,2.0,8.0,1960.0,1 раздельный,Косметический,Во двор
20416,21990000.0,Бирюлево Восточное,3.0,,7.0,11.0,2019.0,2 совмещенных,Евроремонт,Во двор
20417,22000000.0,Дорогомилово,3.0,,3.0,12.0,1960.0,1 раздельный,Без ремонта,На улицу и двор
20418,21900000.0,Марьино,3.0,,13.0,14.0,1997.0,1 раздельный,Евроремонт,Во двор
20419,21990000.0,Ломоносовский,3.0,,1.0,8.0,1958.0,1 раздельный,Без ремонта,На улицу и двор
20420,21900000.0,Щукино,3.0,101.0,4.0,5.0,1955.0,1 раздельный,,Во двор
20421,22000000.0,Измайлово,3.0,,12.0,23.0,2022.0,1 совмещенный, 1 раздельный,Косметический
20422,22000000.0,Левобережный,3.0,84.0,17.0,25.0,2008.0,1 совмещенный,,Во двор
20423,22000000.0,Нагорный,3.0,,6.0,6.0,1940.0,1 раздельный,Евроремонт,На улицу и двор
20424,22000000.0,Раменки,3.0,,15.0,16.0,1981.0,1 раздельный,,На улицу и двор
20425,22000000.0,Косино-Ухтомский,3.0,,9.0,12.0,2006.0,,Евроремонт,На улицу
20426,22000000.0,Коммунарка поселок,3.0,,18.0,25.0,2019.0,2 совмещенных,Дизайнерский,На улицу и двор
20427,22000000.0,Нагатинский затон,3.0,,14.0,23.0,1987.0,1 совмещенный,Евроремонт,На улицу и двор
20428,21950000.0,Можайский,3.0,,11.0,15.0,2020.0,2 совмещенных,Евроремонт,Во двор
20429,22000000.0,Северное Тушино,3.0,75.0,10.0,22.0,1997.0,1 раздельный,Косметический,Во двор
20430,21950000.0,Внуковское поселение,3.0,85.0,18.0,22.0,2016.0,1 совмещенный,Евроремонт,На улицу и двор
20431,22000000.0,Аэропорт,3.0,,3.0,5.0,1961.0,1 совмещенный,Евроремонт,Во двор
20432,22048380.0,Останкинский,3.0,,5.0,10.0,2022.0,,Без ремонта,На улицу и двор
20433,22000000.0,Мещанский,3.0,,1.0,5.0,1936.0,1 раздельный,Евроремонт,Во двор
20434,21900000.0,Северное Измайлово,3.0,,16.0,17.0,2003.0,1 раздельный,Евроремонт,Во двор
20435,21900000.0,Нагорный,3.0,78.0,4.0,8.0,1959.0,1 совмещенный,Евроремонт,
20436,22200000.0,Восточное Дегунино,3.0,100.0,25.0,31.0,2006.0,1 совмещенный, 1 раздельный,Косметический
20437,22250000.0,Хорошевский,3.0,77.0,3.0,17.0,1990.0,1 раздельный,Косметический,На улицу и двор
20438,22000000.0,Щукино,3.0,,5.0,7.0,1956.0,1 раздельный,Косметический,На улицу и двор
20439,22000000.0,Лефортово,3.0,,14.0,17.0,1990.0,1 раздельный,Косметический,Во двор
20440,22000000.0,Фили-Давыдково,3.0,,24.0,25.0,2013.0,1 раздельный,Косметический,
20441,21990000.0,Солнцево,3.0,,3.0,25.0,2008.0,1 совмещенный,Евроремонт,На улицу и двор
20442,22000000.0,Тверской,3.0,,1.0,5.0,1927.0,1 раздельный,Косметический,Во двор
20443,22000000.0,Лианозово,3.0,91.0,19.0,20.0,2021.0,1 совмещенный, 1 раздельный,Косметический
20444,22000000.0,Аэропорт,3.0,65.0,16.0,16.0,1978.0,1 раздельный,Евроремонт,
20445,22000000.0,Коммунарка поселок,3.0,98.0,21.0,26.0,2014.0,2 совмещенных,Дизайнерский,На улицу и двор
20446,22000000.0,Нагатинский затон,3.0,,12.0,16.0,1982.0,1 раздельный,Косметический,На улицу
20447,21900000.0,Марьино,3.0,,13.0,17.0,1997.0,1 раздельный,Евроремонт,Во двор
20448,21990000.0,Таганский,3.0,,5.0,7.0,1925.0,1 совмещенный,Косметический,Во двор
20449,22000000.0,Северное Бутово,3.0,,2.0,21.0,2019.0,2 совмещенных,Дизайнерский,
20450,22000000.0,Фили-Давыдково,3.0,65.0,5.0,13.0,1971.0,1 совмещенный,Евроремонт,На улицу и двор
20451,21900000.0,Гагаринский,3.0,,4.0,10.0,1960.0,1 раздельный,Косметический,На улицу и двор
20452,22000000.0,Южное Тушино,3.0,,13.0,17.0,2011.0,2 раздельных,Косметический,
20453,22000000.0,Хорошево-Мневники,3.0,72.0,5.0,12.0,1983.0,1 раздельный,Дизайнерский,Во двор
20454,22000000.0,Аэропорт,3.0,64.0,14.0,14.0,1971.0,1 раздельный,Евроремонт,Во двор
20455,22000000.0,Проспект Вернадского,3.0,74.0,6.0,17.0,1984.0,1 раздельный,Косметический,Во двор
20456,21900000.0,Отрадное,3.0,,5.0,17.0,1989.0,1 раздельный,Косметический,На улицу и двор
20457,21900000.0,Внуковское поселение,3.0,,9.0,12.0,2021.0,1 раздельный,Без ремонта,Во двор
20458,22500000.0,Московский поселение,3.0,,14.0,22.0,2022.0,2 раздельных,Косметический,Во двор
20459,22500000.0,Даниловский,3.0,,8.0,9.0,1961.0,1 раздельный,Косметический,Во двор
20460,22500000.0,Академический,3.0,,12.0,16.0,1984.0,1 раздельный,Евроремонт,Во двор
20461,22500000.0,Солнцево,3.0,82.0,9.0,23.0,2022.0,2 раздельных,,На улицу и двор
20462,22500000.0,Хамовники,3.0,,1.0,5.0,1959.0,1 раздельный,Косметический,
20463,22500000.0,Коммунарка поселок,3.0,83.0,16.0,25.0,2016.0,1 совмещенный, 1 раздельный,Евроремонт
20464,22500000.0,Щукино,3.0,,4.0,14.0,1989.0,1 раздельный,Косметический,На улицу и двор
20465,22200000.0,Тропарево-Никулино,3.0,77.0,9.0,16.0,1976.0,1 раздельный,Косметический,На улицу и двор
20466,22200000.0,Академический,3.0,,10.0,14.0,1969.0,1 совмещенный,Косметический,Во двор
20467,22500000.0,Зябликово,3.0,78.0,2.0,17.0,1983.0,1 совмещенный,,
20468,22500000.0,Басманный,3.0,71.0,5.0,16.0,1979.0,,Евроремонт,На улицу и двор
20469,22500000.0,Крылатское,3.0,,8.0,22.0,1999.0,1 раздельный,Евроремонт,На улицу и двор
20470,22500000.0,Митино,3.0,,16.0,17.0,1993.0,1 раздельный,Евроремонт,Во двор
20471,22100000.0,Филевский парк,3.0,,9.0,12.0,1998.0,1 раздельный,Косметический,Во двор
20472,22500000.0,Хорошево-Мневники,3.0,,3.0,21.0,2020.0,2 совмещенных,Без ремонта,На улицу
20473,22500000.0,Таганский,3.0,70.0,5.0,6.0,1928.0,1 раздельный,Без ремонта,Во двор
20474,22150000.0,Чертаново Северное,3.0,,13.0,17.0,1988.0,1 совмещенный,Евроремонт,
20475,22200000.0,Выхино-Жулебино,3.0,97.0,15.0,28.0,2002.0,2 раздельных,Косметический,Во двор
20476,22100000.0,Гагаринский,3.0,,5.0,16.0,1994.0,1 раздельный,Косметический,Во двор
20477,22500000.0,Хамовники,3.0,,1.0,6.0,1930.0,1 совмещенный,,Во двор
20478,22300000.0,Отрадное,3.0,81.0,14.0,18.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
20479,22300000.0,Останкинский,3.0,65.0,4.0,12.0,1965.0,,Косметический,
20480,22500000.0,Щукино,3.0,,3.0,5.0,1954.0,1 раздельный,Косметический,
20481,22500000.0,Ховрино,3.0,76.0,15.0,17.0,2005.0,1 раздельный,Евроремонт,Во двор
20482,22500000.0,Даниловский,3.0,75.0,2.0,10.0,2022.0,2 совмещенных,Без ремонта,На улицу и двор
20483,22500000.0,Очаково-Матвеевское,3.0,,26.0,29.0,,2 совмещенных,Без ремонта,Во двор
20484,22500000.0,Беговой,3.0,77.0,4.0,6.0,1958.0,1 раздельный,Косметический,На улицу и двор
20485,22400000.0,Очаково-Матвеевское,3.0,77.0,6.0,23.0,2007.0,2 совмещенных,Евроремонт,Во двор
20486,22500000.0,Ломоносовский,3.0,81.0,9.0,9.0,1959.0,1 раздельный,Косметический,Во двор
20487,22500000.0,Щукино,3.0,84.0,6.0,25.0,2022.0,1 раздельный,,Во двор
20488,22500000.0,Тверской,3.0,,1.0,6.0,1952.0,1 совмещенный,,Во двор
20489,22500000.0,Царицыно,3.0,79.0,10.0,15.0,1972.0,1 совмещенный,Дизайнерский,На улицу
20490,22300000.0,Матушкино,3.0,87.0,4.0,14.0,1969.0,1 раздельный,Евроремонт,Во двор
20491,22500000.0,Кунцево,3.0,,8.0,16.0,1982.0,1 раздельный,,Во двор
20492,22500000.0,Крылатское,3.0,74.0,2.0,17.0,1984.0,1 раздельный,,Во двор
20493,22500000.0,Зябликово,3.0,72.0,6.0,24.0,2021.0,2 раздельных,Без ремонта,Во двор
20494,22500000.0,Чертаново Южное,3.0,60.0,6.0,23.0,2020.0,1 раздельный,Косметический,Во двор
20495,22500000.0,Даниловский,3.0,60.0,9.0,9.0,1970.0,,Косметический,
20496,22500000.0,Черемушки,3.0,79.0,17.0,17.0,2010.0,1 раздельный,Косметический,На улицу и двор
20497,22500000.0,Дорогомилово,3.0,,8.0,12.0,1953.0,1 раздельный,Косметический,На улицу и двор
20498,22500000.0,Измайлово,3.0,,17.0,23.0,2022.0,1 совмещенный, 1 раздельный,Евроремонт
20499,22300000.0,Северное Измайлово,3.0,,11.0,14.0,2006.0,1 совмещенный,Евроремонт,На улицу и двор
20500,22500000.0,Алексеевский,3.0,,7.0,8.0,1958.0,1 раздельный,Косметический,На улицу и двор
20501,22500000.0,Хамовники,3.0,,5.0,5.0,1959.0,1 совмещенный,Без ремонта,Во двор
20502,22500000.0,Южное Медведково,3.0,,3.0,23.0,2008.0,1 совмещенный,Евроремонт,Во двор
20503,22900000.0,Обручевский,3.0,,6.0,25.0,1993.0,1 раздельный,Косметический,На улицу и двор
20504,22700000.0,Ярославский,3.0,90.0,17.0,17.0,2001.0,1 совмещенный, 1 раздельный,Дизайнерский
20505,22700000.0,Внуковское поселение,3.0,98.0,3.0,10.0,2017.0,2 совмещенных,Дизайнерский,
20506,22680000.0,Солнцево,3.0,83.0,4.0,23.0,2007.0,1 раздельный,Евроремонт,Во двор
20507,22650000.0,Дорогомилово,3.0,,4.0,5.0,1936.0,1 раздельный,Дизайнерский,
20508,22700000.0,Проспект Вернадского,3.0,,3.0,17.0,1981.0,1 раздельный,Косметический,На улицу и двор
20509,22590000.0,Лефортово,3.0,92.0,9.0,12.0,1956.0,1 раздельный,Косметический,На улицу
20510,22600000.0,Нагорный,3.0,,3.0,12.0,1997.0,2 совмещенных,Евроремонт,На улицу и двор
20511,22600000.0,Тимирязевский,3.0,,5.0,10.0,1960.0,1 раздельный,Косметический,Во двор
20512,22600000.0,Обручевский,3.0,,9.0,21.0,2014.0,,Косметический,На улицу и двор
20513,22700000.0,Тропарево-Никулино,3.0,,16.0,16.0,1981.0,1 раздельный,Косметический,На улицу и двор
20514,22600000.0,Коптево,3.0,,3.0,9.0,1965.0,1 совмещенный,,Во двор
20515,22700000.0,Коньково,3.0,,7.0,19.0,,1 раздельный,Евроремонт,Во двор
20516,22490000.0,Пресненский,3.0,,1.0,6.0,1929.0,1 совмещенный,Евроремонт,На улицу и двор
20517,22500000.0,Северное Медведково,3.0,,13.0,17.0,1999.0,1 раздельный,Дизайнерский,Во двор
20518,22500000.0,Филевский парк,3.0,,8.0,17.0,1999.0,1 раздельный,Евроремонт,На улицу и двор
20519,22700000.0,Коньково,3.0,,9.0,19.0,,2 раздельных,Евроремонт,Во двор
20520,22300000.0,Хорошевский,3.0,78.0,1.0,17.0,1989.0,1 раздельный,Косметический,На улицу и двор
20521,22800000.0,Беговой,3.0,,6.0,9.0,1968.0,1 раздельный,Косметический,Во двор
20522,22500000.0,Коньково,3.0,70.0,16.0,22.0,2021.0,1 раздельный,Косметический,
20523,22900000.0,Сосенское поселение,3.0,,4.0,16.0,2020.0,2 совмещенных, 2 раздельных,Дизайнерский
20524,22700000.0,Басманный,3.0,,5.0,8.0,1960.0,1 раздельный,Косметический,Во двор
20525,22500000.0,Басманный,3.0,,2.0,5.0,1957.0,1 раздельный,Косметический,Во двор
20526,22699000.0,Выхино-Жулебино,3.0,,4.0,25.0,2005.0,1 раздельный,Дизайнерский,Во двор
20527,22300000.0,Сокол,3.0,,2.0,6.0,1950.0,1 раздельный,Косметический,На улицу и двор
20528,22500000.0,Южнопортовый,3.0,77.0,3.0,8.0,1939.0,1 раздельный,Евроремонт,На улицу
20529,22300000.0,Тимирязевский,3.0,,4.0,8.0,1958.0,1 раздельный,Евроремонт,На улицу и двор
20530,22999999.0,Пресненский,3.0,80.0,3.0,8.0,1951.0,1 совмещенный,Косметический,Во двор
20531,22900000.0,Южнопортовый,3.0,,2.0,6.0,1951.0,1 раздельный,Косметический,Во двор
20532,22900000.0,Пресненский,3.0,,3.0,5.0,1960.0,,,На улицу и двор
20533,22999999.0,Раменки,3.0,,16.0,17.0,1994.0,1 раздельный,Косметический,Во двор
20534,22900000.0,Западное Дегунино,3.0,60.0,24.0,24.0,2022.0,2 раздельных,Без ремонта,На улицу и двор
20535,22800000.0,Головинский,3.0,80.0,3.0,10.0,1917.0,2 совмещенных,Без ремонта,Во двор
20536,22750000.0,Богородское,3.0,,10.0,31.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
20537,22800000.0,Южное Медведково,3.0,78.0,19.0,23.0,2008.0,2 совмещенных,Евроремонт,На улицу и двор
20538,22900000.0,Останкинский,3.0,,3.0,22.0,1989.0,,Косметический,
20539,22800000.0,Нижегородский,3.0,64.0,7.0,9.0,,1 совмещенный, 1 раздельный,Без ремонта
